id,name,height,weight,base_experience,hp,attack,defense,special_attack,special_defense,speed,primary_type,n_types,sec_type_bug,sec_type_dark,sec_type_dragon,sec_type_electric,sec_type_fairy,sec_type_fighting,sec_type_fire,sec_type_flying,sec_type_ghost,sec_type_grass,sec_type_ground,sec_type_ice,sec_type_none,sec_type_normal,sec_type_poison,sec_type_psychic,sec_type_rock,sec_type_steel,sec_type_water
392,infernape,12,550,240.0,76,104,71,104,71,108,fire,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
393,piplup,4,52,63.0,53,51,53,61,56,40,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
394,prinplup,8,230,142.0,64,66,68,81,76,50,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
395,empoleon,17,845,239.0,84,86,88,111,101,60,water,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
396,starly,3,20,49.0,40,55,30,30,30,60,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
397,staravia,6,155,119.0,55,75,50,40,40,80,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
398,staraptor,12,249,218.0,85,120,70,50,60,100,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
399,bidoof,5,200,50.0,59,45,40,35,40,31,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
400,bibarel,10,315,144.0,79,85,60,55,60,71,normal,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
401,kricketot,3,22,39.0,37,25,41,25,41,25,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
402,kricketune,10,255,134.0,77,85,51,55,51,65,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
403,shinx,5,95,53.0,45,65,34,40,34,45,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
404,luxio,9,305,127.0,60,85,49,60,49,60,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
405,luxray,14,420,235.0,80,120,79,95,79,70,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
406,budew,2,12,56.0,40,30,35,50,70,55,grass,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
407,roserade,9,145,232.0,60,70,65,125,105,90,grass,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
408,cranidos,9,315,70.0,67,125,40,30,30,58,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
409,rampardos,16,1025,173.0,97,165,60,65,50,58,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
410,shieldon,5,570,70.0,30,42,118,42,88,30,rock,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
411,bastiodon,13,1495,173.0,60,52,168,47,138,30,rock,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
412,burmy,2,34,45.0,40,29,45,29,45,36,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
413,wormadam-plant,5,65,148.0,60,59,85,79,105,36,bug,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
414,mothim,9,233,148.0,70,94,50,94,50,66,bug,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
415,combee,3,55,49.0,30,30,42,30,42,70,bug,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
416,vespiquen,12,385,166.0,70,80,102,80,102,40,bug,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
417,pachirisu,4,39,142.0,60,45,70,45,90,95,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
418,buizel,7,295,66.0,55,65,35,60,30,85,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
419,floatzel,11,335,173.0,85,105,55,85,50,115,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
420,cherubi,4,33,55.0,45,35,45,62,53,35,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
421,cherrim,5,93,158.0,70,60,70,87,78,85,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
422,shellos,3,63,65.0,76,48,48,57,62,34,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
423,gastrodon,9,299,166.0,111,83,68,92,82,39,water,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
424,ambipom,12,203,169.0,75,100,66,60,66,115,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
425,drifloon,4,12,70.0,90,50,34,60,44,70,ghost,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
426,drifblim,12,150,174.0,150,80,44,90,54,80,ghost,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
427,buneary,4,55,70.0,55,66,44,44,56,85,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
428,lopunny,12,333,168.0,65,76,84,54,96,105,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
429,mismagius,9,44,173.0,60,60,60,105,105,105,ghost,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
430,honchkrow,9,273,177.0,100,125,52,105,52,71,dark,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
431,glameow,5,39,62.0,49,55,42,42,37,85,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
432,purugly,10,438,158.0,71,82,64,64,59,112,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
433,chingling,2,6,57.0,45,30,50,65,50,45,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
434,stunky,4,192,66.0,63,63,47,41,41,74,poison,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
435,skuntank,10,380,168.0,103,93,67,71,61,84,poison,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
436,bronzor,5,605,60.0,57,24,86,24,86,23,steel,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
437,bronzong,13,1870,175.0,67,89,116,79,116,33,steel,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
438,bonsly,5,150,58.0,50,80,95,10,45,10,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
439,mime-jr,6,130,62.0,20,25,45,70,90,60,psychic,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
440,happiny,6,244,110.0,100,5,5,15,65,30,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
441,chatot,5,19,144.0,76,65,45,92,42,91,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
442,spiritomb,10,1080,170.0,50,92,108,92,108,35,ghost,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443,gible,7,205,60.0,58,70,45,40,45,42,dragon,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
444,gabite,14,560,144.0,68,90,65,50,55,82,dragon,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
445,garchomp,19,950,270.0,108,130,95,80,85,102,dragon,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
446,munchlax,6,1050,78.0,135,85,40,40,85,5,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
447,riolu,7,202,57.0,40,70,40,35,40,60,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
448,lucario,12,540,184.0,70,110,70,115,70,90,fighting,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
449,hippopotas,8,495,66.0,68,72,78,38,42,32,ground,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
450,hippowdon,20,3000,184.0,108,112,118,68,72,47,ground,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
451,skorupi,8,120,66.0,40,50,90,30,55,65,poison,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
452,drapion,13,615,175.0,70,90,110,60,75,95,poison,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
453,croagunk,7,230,60.0,48,61,40,61,40,50,poison,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
454,toxicroak,13,444,172.0,83,106,65,86,65,85,poison,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
455,carnivine,14,270,159.0,74,100,72,90,72,46,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
456,finneon,4,70,66.0,49,49,56,49,61,66,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
457,lumineon,12,240,161.0,69,69,76,69,86,91,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
458,mantyke,10,650,69.0,45,20,50,60,120,50,water,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
459,snover,10,505,67.0,60,62,50,62,60,40,grass,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
460,abomasnow,22,1355,173.0,90,92,75,92,85,60,grass,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
461,weavile,11,340,179.0,70,120,65,45,85,125,dark,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
462,magnezone,12,1800,241.0,70,70,115,130,90,60,electric,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
463,lickilicky,17,1400,180.0,110,85,95,80,95,50,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
464,rhyperior,24,2828,241.0,115,140,130,55,55,40,ground,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
465,tangrowth,20,1286,187.0,100,100,125,110,50,50,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
466,electivire,18,1386,243.0,75,123,67,95,85,95,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
467,magmortar,16,680,243.0,75,95,67,125,95,83,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
468,togekiss,15,380,245.0,85,50,95,120,115,80,fairy,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
469,yanmega,19,515,180.0,86,76,86,116,56,95,bug,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
470,leafeon,10,255,184.0,65,110,130,60,65,95,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
471,glaceon,8,259,184.0,65,60,110,130,95,65,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
472,gliscor,20,425,179.0,75,95,125,45,75,95,ground,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
473,mamoswine,25,2910,239.0,110,130,80,70,60,80,ice,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
474,porygon-z,9,340,241.0,85,80,70,135,75,90,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
475,gallade,16,520,233.0,68,125,65,65,115,80,psychic,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
476,probopass,14,3400,184.0,60,55,145,75,150,40,rock,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
477,dusknoir,22,1066,236.0,45,100,135,65,135,45,ghost,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
478,froslass,13,266,168.0,70,80,70,80,70,110,ice,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
479,rotom,3,3,154.0,50,50,77,95,77,91,electric,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
480,uxie,3,3,261.0,75,75,130,75,130,95,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
481,mesprit,3,3,261.0,80,105,105,105,105,80,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
482,azelf,3,3,261.0,75,125,70,125,70,115,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
483,dialga,54,6830,306.0,100,120,120,150,100,90,steel,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
484,palkia,42,3360,306.0,90,120,100,150,120,100,water,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
485,heatran,17,4300,270.0,91,90,106,130,106,77,fire,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
486,regigigas,37,4200,302.0,110,160,110,80,110,100,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
487,giratina-altered,45,7500,306.0,150,100,120,100,120,90,ghost,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
488,cresselia,15,856,270.0,120,70,110,75,120,85,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
489,phione,4,31,216.0,80,80,80,80,80,80,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
490,manaphy,3,14,270.0,100,100,100,100,100,100,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
491,darkrai,15,505,270.0,70,90,90,135,90,125,dark,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
492,shaymin-land,2,21,270.0,100,100,100,100,100,100,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
493,arceus,32,3200,324.0,120,120,120,120,120,120,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
494,victini,4,40,270.0,100,100,100,100,100,100,psychic,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
495,snivy,6,81,62.0,45,45,55,45,55,63,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
496,servine,8,160,145.0,60,60,75,60,75,83,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
497,serperior,33,630,238.0,75,75,95,75,95,113,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
498,tepig,5,99,62.0,65,63,45,45,45,45,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
499,pignite,10,555,146.0,90,93,55,70,55,55,fire,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
500,emboar,16,1500,238.0,110,123,65,100,65,65,fire,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
501,oshawott,5,59,62.0,55,55,45,63,45,45,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
502,dewott,8,245,145.0,75,75,60,83,60,60,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503,samurott,15,946,238.0,95,100,85,108,70,70,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
504,patrat,5,116,51.0,45,55,39,35,39,42,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
505,watchog,11,270,147.0,60,85,69,60,69,77,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
506,lillipup,4,41,55.0,45,60,45,25,45,55,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
507,herdier,9,147,130.0,65,80,65,35,65,60,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508,stoutland,12,610,225.0,85,110,90,45,90,80,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
509,purrloin,4,101,56.0,41,50,37,50,37,66,dark,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
510,liepard,11,375,156.0,64,88,50,88,50,106,dark,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
511,pansage,6,105,63.0,50,53,48,53,48,64,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
512,simisage,11,305,174.0,75,98,63,98,63,101,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
513,pansear,6,110,63.0,50,53,48,53,48,64,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
514,simisear,10,280,174.0,75,98,63,98,63,101,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
515,panpour,6,135,63.0,50,53,48,53,48,64,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
516,simipour,10,290,174.0,75,98,63,98,63,101,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
517,munna,6,233,58.0,76,25,45,67,55,24,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
518,musharna,11,605,170.0,116,55,85,107,95,29,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
519,pidove,3,21,53.0,50,55,50,36,30,43,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
520,tranquill,6,150,125.0,62,77,62,50,42,65,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
521,unfezant,12,290,220.0,80,115,80,65,55,93,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
522,blitzle,8,298,59.0,45,60,32,50,32,76,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
523,zebstrika,16,795,174.0,75,100,63,80,63,116,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
524,roggenrola,4,180,56.0,55,75,85,25,25,15,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
525,boldore,9,1020,137.0,70,105,105,50,40,20,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
526,gigalith,17,2600,232.0,85,135,130,60,80,25,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
527,woobat,4,21,65.0,65,45,43,55,43,72,psychic,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
528,swoobat,9,105,149.0,67,57,55,77,55,114,psychic,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
529,drilbur,3,85,66.0,60,85,40,30,45,68,ground,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
530,excadrill,7,404,178.0,110,135,60,50,65,88,ground,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
531,audino,11,310,390.0,103,60,86,60,86,50,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
532,timburr,6,125,61.0,75,80,55,25,35,35,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
533,gurdurr,12,400,142.0,85,105,85,40,50,40,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
534,conkeldurr,14,870,227.0,105,140,95,55,65,45,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
535,tympole,5,45,59.0,50,50,40,50,40,64,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
536,palpitoad,8,170,134.0,75,65,55,65,55,69,water,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
537,seismitoad,15,620,229.0,105,95,75,85,75,74,water,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
538,throh,13,555,163.0,120,100,85,30,85,45,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
539,sawk,14,510,163.0,75,125,75,30,75,85,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
540,sewaddle,3,25,62.0,45,53,70,40,60,42,bug,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
541,swadloon,5,73,133.0,55,63,90,50,80,42,bug,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
542,leavanny,12,205,225.0,75,103,80,70,80,92,bug,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
543,venipede,4,53,52.0,30,45,59,30,39,57,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
544,whirlipede,12,585,126.0,40,55,99,40,79,47,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
545,scolipede,25,2005,218.0,60,100,89,55,69,112,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
546,cottonee,3,6,56.0,40,27,60,37,50,66,grass,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
547,whimsicott,7,66,168.0,60,67,85,77,75,116,grass,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
548,petilil,5,66,56.0,45,35,50,70,50,30,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
549,lilligant,11,163,168.0,70,60,75,110,75,90,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
550,basculin-red-striped,10,180,161.0,70,92,65,80,55,98,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
551,sandile,7,152,58.0,50,72,35,35,35,65,ground,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
552,krokorok,10,334,123.0,60,82,45,45,45,74,ground,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
553,krookodile,15,963,234.0,95,117,80,65,70,92,ground,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
554,darumaka,6,375,63.0,70,90,45,15,45,50,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
555,darmanitan-standard,13,929,168.0,105,140,55,30,55,95,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
556,maractus,10,280,161.0,75,86,67,106,67,60,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
557,dwebble,3,145,65.0,50,65,85,35,35,55,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
558,crustle,14,2000,170.0,70,105,125,65,75,45,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
559,scraggy,6,118,70.0,50,75,70,35,70,48,dark,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
560,scrafty,11,300,171.0,65,90,115,45,115,58,dark,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
561,sigilyph,14,140,172.0,72,58,80,103,80,97,psychic,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
562,yamask,5,15,61.0,38,30,85,55,65,30,ghost,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
563,cofagrigus,17,765,169.0,58,50,145,95,105,30,ghost,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
564,tirtouga,7,165,71.0,54,78,103,53,45,22,water,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
565,carracosta,12,810,173.0,74,108,133,83,65,32,water,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
566,archen,5,95,71.0,55,112,45,74,45,70,rock,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
567,archeops,14,320,177.0,75,140,65,112,65,110,rock,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
568,trubbish,6,310,66.0,50,50,62,40,62,65,poison,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
569,garbodor,19,1073,166.0,80,95,82,60,82,75,poison,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
570,zorua,7,125,66.0,40,65,40,80,40,65,dark,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
571,zoroark,16,811,179.0,60,105,60,120,60,105,dark,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
572,minccino,4,58,60.0,55,50,40,40,40,75,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
573,cinccino,5,75,165.0,75,95,60,65,60,115,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
574,gothita,4,58,58.0,45,30,50,55,65,45,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
575,gothorita,7,180,137.0,60,45,70,75,85,55,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
576,gothitelle,15,440,221.0,70,55,95,95,110,65,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
577,solosis,3,10,58.0,45,30,40,105,50,20,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
578,duosion,6,80,130.0,65,40,50,125,60,30,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
579,reuniclus,10,201,221.0,110,65,75,125,85,30,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
580,ducklett,5,55,61.0,62,44,50,44,50,55,water,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
581,swanna,13,242,166.0,75,87,63,87,63,98,water,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
582,vanillite,4,57,61.0,36,50,50,65,60,44,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
583,vanillish,11,410,138.0,51,65,65,80,75,59,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
584,vanilluxe,13,575,241.0,71,95,85,110,95,79,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
585,deerling,6,195,67.0,60,60,50,40,50,75,normal,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
586,sawsbuck,19,925,166.0,80,100,70,60,70,95,normal,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
587,emolga,4,50,150.0,55,75,60,75,60,103,electric,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
588,karrablast,5,59,63.0,50,75,45,40,45,60,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
